,budget,company,director,genre,domestic_revenue_usd,name_domestic,rating,released,runtime,score,star,votes,writer
2913,70000000,Paramount Pictures,Bruce Beresford,Crime,116741558,Double jeopardy,R,9/24/99,105,6.4,Ashley Judd,60299,David Weisberg
2914,10000000,Asymmetrical Productions,David Lynch,Biography,6203044,The straight story,G,11/3/99,112,8.0,Richard Farnsworth,68583,John Roach
2915,25000000,Bona Fide Productions,Alexander Payne,Comedy,14879556,Election,R,5/7/99,103,7.3,Matthew Broderick,77515,Tom Perrotta
2916,68000000,Universal Pictures,Kinka Usher,Action,29655590,Mystery men,PG-13,8/6/99,121,6.1,Ben Stiller,56155,Neil Cuthbert
2917,15000000,New Line Cinema,Michael Patrick Jann,Comedy,10561238,Drop dead gorgeous,PG-13,7/23/99,97,6.6,Kirsten Dunst,28434,Lona Williams
2918,24000000,FilmColony,Lasse Hallstrˆm,Drama,57545092,The cider house rules,PG-13,1/7/00,126,7.4,Tobey Maguire,83170,John Irving
2919,35000000,Fox 2000 Pictures,Steve Miner,Action,31770414,Lake placid,R,7/16/99,82,5.6,Bridget Fonda,46036,David E. Kelley
2920,12000000,Artisan Entertainment,David Koepp,Horror,21133087,Stir of echoes,R,9/10/99,99,7.0,Kevin Bacon,65477,Richard Matheson
2921,80000000,DreamWorks,Jan de Bont,Fantasy,91411151,La maldiciûn,PG-13,7/23/99,113,4.9,Liam Neeson,61842,David Self
2922,133000000,Columbia Pictures Corporation,Rob Minkoff,Adventure,140035367,"Stuart little, un ratûn en la familia",PG,12/17/99,84,5.9,Michael J. Fox,103603,E.B. White
2923,35000000,Forge,Hugh Wilson,Comedy,26494611,Blast from the past,PG-13,2/12/99,112,6.6,Brendan Fraser,52177,Bill Kelly
2924,90000000,Icon Entertainment International,Brian Helgeland,Action,81526121,Payback,R,2/5/99,100,7.1,Mel Gibson,117618,Donald E. Westlake
2925,20000000,Columbia Pictures,Doug Liman,Comedy,16842303,Go,R,4/9/99,102,7.3,Sarah Polley,61476,John August
2926,50000000,Azoff Entertainment,Norman Jewison,Biography,50668906,The hurricane,R,1/14/00,146,7.6,Denzel Washington,81047,Rubin 'Hurricane' Carter
2927,40000000,Columbia Pictures Corporation,Joel Schumacher,Mystery,36663315,8mm,R,2/26/99,123,6.5,Nicolas Cage,109400,Andrew Kevin Walker
2928,37000000,Dark Castle Entertainment,William Malone,Horror,40846082,House on haunted hill,R,10/29/99,93,5.6,Geoffrey Rush,47381,Robb White
2929,95000000,Paramount Pictures,Simon West,Crime,102705852,The general's daughter,R,6/18/99,116,6.3,John Travolta,45376,Nelson DeMille
2930,21000000,Scott Rudin Productions,Trey Parker,Animation,52008288,"South park: bigger, longer & uncut",R,6/30/99,81,7.8,Trey Parker,171511,Trey Parker
2931,75000000,New Line Cinema,Rand Ravich,Drama,10672566,The astronaut's wife,R,8/27/99,109,5.3,Charlize Theron,47987,Rand Ravich
2932,0,"Deseo, El",Pedro AlmodÛvar,Drama,8264530,All about my mother,R,3/31/00,101,7.9,Cecilia Roth,74742,Pedro AlmodÛvar
2933,0,Flach Film,Catherine Breillat,Drama,1282941,Romance,R,4/14/99,84,5.3,Caroline Ducey,8516,Catherine Breillat
2934,0,Pandora Filmproduktion,Jim Jarmusch,Action,3308029,Ghost dog - el camino del samurai,R,3/24/00,116,7.5,Forest Whitaker,74739,Jim Jarmusch
2935,16000000,Columbia Pictures,Josef Rusnak,Mystery,15500000,El piso 13,R,5/28/99,100,7.0,Craig Bierko,56325,Daniel F. Galouye
2936,0,Arts Council of England,Patricia Rozema,Comedy,4764741,Mansfield park,PG-13,12/25/99,112,7.1,Frances O'Connor,18079,Jane Austen
2937,25000000,Columbia Pictures Corporation,Rodman Flender,Comedy,4002955,Idle hands,R,4/30/99,92,6.2,Devon Sawa,35197,Terri Hughes
2938,28000000,Baldwin/Cohen Productions,Jay Roach,Comedy,8888143,"Mystery, alaska",R,10/1/99,119,6.7,Russell Crowe,23089,David E. Kelley
2939,11000000,Fox Searchlight Pictures,Michael Hoffman,Comedy,16071990,A midsummer night's dream,PG-13,5/14/99,116,6.5,Kevin Kline,22127,William Shakespeare
2940,25000000,Fox 2000 Pictures,Jonathan Kaplan,Drama,10114315,Brokedown palace,PG-13,8/13/99,100,6.4,Claire Danes,19516,Adam Fields
2941,70000000,Paramount Pictures,Garry Marshall,Comedy,152257509,Runaway bride,PG,7/30/99,116,5.5,Julia Roberts,79935,Josann McGibbon
2942,22000000,40 Acres & A Mule Filmworks,Spike Lee,Crime,19283782,Summer of sam,R,7/2/99,142,6.6,John Leguizamo,32454,Spike Lee
2943,6500000,New Line Cinema,Adam Rifkin,Comedy,4217115,Detroit rock city,R,8/13/99,95,6.8,Edward Furlong,31824,Carl V. DuprÈ
2944,55000000,De Fina-Cappa,Martin Scorsese,Drama,16640210,Bringing out the dead,R,10/22/99,121,6.8,Nicolas Cage,55769,Joe Connelly
2945,85000000,Gaumont,Luc Besson,Adventure,14276317,The messenger: the story of joan of arc,R,11/12/99,158,6.4,Milla Jovovich,58412,Andrew Birkin
2946,21000000,United Artists,Katt Shea,Horror,17762705,The rage: carrie 2,R,3/12/99,104,4.6,Emily Bergl,13693,Stephen King
2947,80000000,Village Roadshow Pictures,Harold Ramis,Comedy,106885658,Analyze this,R,3/5/99,103,6.7,Robert De Niro,130447,Kenneth Lonergan
2948,1200000,Cheerleader LLC,Jamie Babbit,Comedy,2205627,But i'm a cheerleader,R,8/11/00,85,6.6,Natasha Lyonne,21306,Brian Peterson
2949,80000000,Bel Air Entertainment,Luis Mandoki,Drama,52880016,Message in a bottle,PG-13,2/12/99,126,6.2,Kevin Costner,31045,Nicholas Sparks
2950,29000000,Metro-Goldwyn-Mayer (MGM),Rupert Wainwright,Horror,50046268,Stigmata,R,9/10/99,103,6.2,Patricia Arquette,57128,Tom Lazarus
2951,0,Arena Films,Leos Carax,Drama,172107,Pola x,NOT RATED,10/9/99,134,5.8,Guillaume Depardieu,3763,Leos Carax
2952,0,British Columbia Film,Anne Wheeler,Comedy,2011254,Better than chocolate,R,8/13/99,101,6.2,Wendy Crewson,6963,Peggy Thompson
2953,0,Clear Blue Sky Productions,Julie Taymor,Drama,1921350,Titus,R,2/11/00,162,7.2,Anthony Hopkins,18033,William Shakespeare
2954,90000000,Walt Disney Pictures,David Kellogg,Action,97403112,Inspector gadget,PG,7/23/99,78,4.1,Matthew Broderick,38883,Andy Heyward
2955,15000000,Tribeca Productions,Joel Schumacher,Comedy,4485485,Flawless,R,11/24/99,112,6.4,Robert De Niro,15402,Joel Schumacher
2956,8500000,Twentieth Century Fox Film Corporation,John Schultz,Comedy,17845337,Drive me crazy,PG-13,10/1/99,91,5.7,Melissa Joan Hart,15840,Todd Strasser
2957,80000000,Universal Pictures,Sam Raimi,Drama,35168395,For love of the game,PG-13,9/17/99,137,6.6,Kevin Costner,27499,Michael Shaara
2958,65000000,Columbia Pictures,Les Mayfield,Action,68518533,Blue streak,PG-13,9/17/99,93,6.3,Martin Lawrence,64009,Michael Berry
2959,34000000,Broadway Pictures,Bruce McCulloch,Comedy,30628981,Superstar,PG-13,10/8/99,81,5.0,Molly Shannon,15732,Molly Shannon
2960,13000000,Canal+ Droits Audiovisuels,Andrew Fleming,Comedy,6241697,Dick,PG-13,8/4/99,94,6.1,Kirsten Dunst,16661,Andrew Fleming
2961,80000000,Walt Disney Pictures,James Algar,Animation,60655420,Fantasia 2000,G,6/16/00,100,7.2,James Levine,29666,Eric Goldberg
2962,0,Irish Screen,Justin Kerrigan,Comedy,104257,Human traffic,R,5/5/00,99,7.1,John Simm,20316,Justin Kerrigan
2963,31000000,Screen Gems,Mark Pellington,Crime,24362501,Arlington road,R,7/9/99,117,7.2,Jeff Bridges,73152,Ehren Kruger
2964,35000000,Mandeville Films,Garry Marshall,Comedy,27797271,The other sister,PG-13,2/26/99,129,6.5,Juliette Lewis,10870,Alexandra Rose
2965,92000000,Fox 2000 Pictures,Andy Tennant,Drama,39263420,Anna and the king,PG-13,12/17/99,148,6.7,Jodie Foster,32493,Anna Leonowens
2966,20000000,DreamWorks,Peter Ho-Sun Chan,Comedy,8276228,The love letter,PG-13,5/21/99,88,5.4,Kate Capshaw,3641,Cathleen Schine
2967,75000000,DreamWorks,Bronwen Hughes,Comedy,52888180,Forces of nature,PG-13,3/19/99,105,5.4,Sandra Bullock,28258,Marc Lawrence
2968,9000000,40 Acres & A Mule Filmworks,Malcolm D. Lee,Comedy,34102780,The best man,R,10/22/99,120,6.7,Taye Diggs,7086,Malcolm D. Lee
2969,50000000,David Brown Productions,Alan Parker,Drama,13038660,Angela's ashes,R,1/21/00,145,7.3,Emily Watson,17953,Frank McCourt
2970,23000000,Columbia Pictures Corporation,Neil Jordan,Drama,10660147,The end of the affair,R,1/21/00,102,7.2,Ralph Fiennes,18698,Graham Greene
2971,55000000,Warner Bros.,Clint Eastwood,Crime,16635339,True crime,R,3/19/99,127,6.6,Clint Eastwood,27145,Andrew Klavan
2972,30000000,Columbia Pictures Corporation,Sidney Lumet,Crime,4155234,Gloria,R,1/22/99,108,5.1,Sharon Stone,4711,John Cassavetes
2973,80000000,Imagine Entertainment,Ron Howard,Comedy,22362500,Edtv,PG-13,3/26/99,122,6.1,Matthew McConaughey,37180,…mile Gaudreault
2974,80000000,Spyglass Entertainment,Jon Turteltaub,Drama,34098563,Instinct,R,6/4/99,126,6.5,Anthony Hopkins,28633,Gerald Di Pego
2975,64000000,Columbia Pictures Corporation,Sydney Pollack,Drama,31054924,Random hearts,R,10/8/99,133,5.1,Harrison Ford,17776,Warren Adler
2976,6000000,Bona Fide Productions,Rick Famuyiwa,Comedy,25047631,The wood,R,7/16/99,106,6.9,Elayn J. Taylor,7032,Rick Famuyiwa
2977,75000000,Mutual Film Company,John Bruno,Action,14010690,Virus,R,1/15/99,99,4.9,Jamie Lee Curtis,23127,Chuck Pfarrer
2978,9000000,Artisan Entertainment,Steven Soderbergh,Crime,3193102,The limey,R,8/4/99,89,7.1,Terence Stamp,25899,Lem Dobbs
2979,12000000,Crystal Sky Worldwide,Bob Clark,Comedy,27141959,Baby geniuses,PG,3/12/99,97,2.6,Kathleen Turner,21192,Steven Paul
2980,14000000,Miramax,Tony Goldwyn,Drama,4741987,A walk on the moon,R,4/23/99,107,6.6,Diane Lane,7083,Pamela Gray
2981,0,Channel Four Films,Tim Roth,Drama,254441,The war zone,R,6/11/99,98,7.4,Ray Winstone,8458,Alexander Stuart
2982,14000000,Arts Council of England,Oliver Parker,Comedy,18535191,An ideal husband,PG-13,6/30/99,97,6.9,Rupert Everett,13547,Oscar Wilde
2983,50000000,Castle Rock Entertainment,Rob Reiner,Comedy,27067160,The story of us,R,10/15/99,95,5.9,Bruce Willis,19215,Alan Zweibel
2984,24000000,Play It Inc.,Ron Shelton,Comedy,8427204,Play it to the bone,R,1/21/00,124,5.4,Woody Harrelson,10533,Ron Shelton
2985,33000000,3 Miles Apart Productions Ltd.,Mike Newell,Comedy,8406264,Pushing tin,R,4/23/99,124,6.0,John Cusack,25713,Darcy Frey
2986,0,AMLF,Claude Zidi,Adventure,1644060,Asterix and obelix vs. caesar,Not specified,2/3/99,109,5.9,Christian Clavier,33214,RenÈ Goscinny
2987,0,Alliance Atlantis Communications,Istv·n SzabÛ,Drama,5095981,Sunshine,R,7/14/00,181,7.5,Ralph Fiennes,11708,Istv·n SzabÛ
2988,0,FilmFour,Damien O'Donnell,Comedy,4170647,East is east,R,6/2/00,96,6.9,Om Puri,15294,Ayub Khan-Din
2989,38000000,Columbia Pictures Corporation,Ulu Grosbard,Drama,13376506,The deep end of the ocean,PG-13,3/12/99,106,6.3,Michelle Pfeiffer,11136,Jacquelyn Mitchard
2990,6000000,New Regency Pictures,Mark Tarlov,Comedy,4394936,Simplemente irresistible,PG-13,2/5/99,96,5.3,Sarah Michelle Gellar,11965,Judith Roberts
2991,29750000,Sweetland Films,Woody Allen,Comedy,4196621,Sweet and lowdown,PG-13,3/10/00,95,7.3,Sean Penn,29088,Woody Allen
2992,75000000,Castle Rock Entertainment,Kelly Makin,Comedy,33864342,Mickey blue eyes,PG-13,8/20/99,102,5.8,Hugh Grant,31178,Adam Scheinman
2993,0,India Take One Productions,Jane Campion,Drama,1758780,Holy smoke,R,2/18/00,115,5.9,Kate Winslet,12682,Anna Campion
2994,27000000,Craven-Maddalena Films,Wes Craven,Drama,14859394,Music of the heart,PG,10/29/99,124,6.8,Meryl Streep,10622,Pamela Gray
2995,6000000,Dogstar Films,Risa Bramon Garcia,Comedy,6851636,200 cigarettes,R,2/26/99,101,5.9,Ben Affleck,13466,Shana Larsen
2996,23000000,Fox 2000 Pictures,Wayne Wang,Comedy,18653615,Anywhere but here,PG-13,11/12/99,114,6.2,Susan Sarandon,15423,Mona Simpson
2997,13000000,Miramax,Kevin Williamson,Comedy,8946237,Teaching mrs. tingle,PG-13,8/20/99,96,5.2,Helen Mirren,17917,Kevin Williamson
2998,0,Shooting Gallery,Hampton Fancher,Crime,368808,The minus man,R,10/8/99,111,6.2,Owen Wilson,5765,Lew McCreary
2999,65000000,Walt Disney Pictures,Donald Petrie,Comedy,36830057,My favorite martian,PG,2/12/99,94,5.0,Christopher Lloyd,11414,John L. Greene
3000,45000000,Columbia Pictures,Peter Kassovitz,Drama,4956401,Jakob the liar,PG-13,9/24/99,120,6.5,Robin Williams,13320,Jurek Becker
3001,13000000,Toho Pictures,Takao Okawara,Action,10037390,Godzilla 2000,PG,8/18/00,99,6.1,Hiroshi Abe,5994,Hiroshi Kashiwabara
3002,60000000,Metro-Goldwyn-Mayer (MGM),Irwin Winkler,Drama,22365133,At first sight,PG-13,1/15/99,128,5.9,Val Kilmer,11819,Oliver Sacks
3003,35000000,Universal Pictures,Ang Lee,Drama,630779,Ride with the devil,R,11/5/99,138,6.8,Tobey Maguire,11587,Daniel Woodrell
