rank,name,year,total
5678,Trainspotting,1996,16593356
5679,Heart and souls,1993,16589540
5680,One life,2011,16586736
5681,Sunshine cleaning,2009,16580250
5682,Safari,2009,16578105
5683,Abacus and sword,2010,16575961
5684,The dish,2000,16575074
5685,That old feeling,1997,16574176
5686,Tazza: one-eyed jack,2019,16572611
5687,A boss in the living room,2014,16562487
5688,A secret,2007,16561790
5689,The wind guardians,2018,16558135
5690,Shocker,1989,16554699
5691,Kureyon shinchan: arashi o yobu ougon no supai daisakusen,2011,16549790
5692,Battle of the year,2013,16549477
5693,Notte prima degli esami - oggi,2007,16546376
5694,The most beautiful day,2016,16542495
5695,Naruto shippûden: the lost tower,2009,16537336
5696,The boxer,1997,16534578
5697,"Tomorrow, when the war began",2010,16533595
5698,Silent house,2012,16527747
5699,Trick the movie: last stage,2014,16518606
5700,Trick: the movie 2,2006,16511449
5701,Terminal velocity,1994,16487349
5702,Spacehunter: adventures in the forbidden zone,1983,16478265
5703,The fountain,2006,16468343
5704,Omkara,2006,16466144
5705,The concubine,2012,16465764
5706,Kamen rider movie war mega max: kamen rider vs. kamen rider fourze & ooo,2010,16458957
5707,Pride and prejudice and zombies,2016,16457494
5708,The great war of archimedes,2019,16454674
5709,The worst week of my life,2010,16454499
5710,Monkey trouble,1994,16453258
5711,They,2002,16446271
5712,Hold your hands,2017,16444489
5713,Everybody's fine,2009,16443609
5714,Hwayi: a monster boy,2013,16437802
5715,The powerpuff girls movie,2002,16426471
5716,Breaking away,1979,16424918
5717,Poms,2019,16418218
5718,Eyyvah eyvah,2010,16401863
5719,"New york, new york",1977,16400000
5720,Return from witch mountain,1978,16393000
5721,Star reformer,2006,16384700
5722,Forever my girl,2018,16376066
5723,Case départ,2011,16374243
5724,Before i fall,2017,16373843
5725,Animal kingdom: let's go ape,2015,16372941
5726,Defending your life,1991,16371128
5727,One missed call,2004,16367880
5728,The single moms club,2014,16365451
5729,Sergeant york,1941,16364924
5730,Little q,2019,16360233
5731,Dasavatharam,2008,16356962
5732,"Nin x nin: ninja hattori-kun, the movie",2004,16351134
5733,Italian for beginners,2000,16350876
5734,Playmobil: the movie,2019,16349303
5735,Burglar,1987,16337355
5736,Eiga: kurosagi,2008,16329612
5737,Tales from the darkside,1990,16324573
5738,Macbeth,2015,16322067
5739,The emperor's club,2002,16318449
5740,A simple plan,1998,16316273
5741,Two lovers,2008,16303643
5742,Fiston,2014,16301210
5743,Evangelion: 1.0 you are (not) alone,2007,16299520
5744,Chances are,1989,16278590
5745,Mom,2017,16278265
5746,Lilly the witch: the dragon and the magic book,2009,16276155
5747,The hunter,1980,16274150
5748,Supercop,1996,16270600
5749,Crossing delancey,1988,16262415
5750,Men at work,1990,16247964
5751,Fire down below,1997,16228448
5752,Rabbit-proof fence,2002,16217411
5753,Evim sensin,2012,16212101
5754,Raw deal,1986,16209459
5755,Caché,2005,16197824
5756,Above the rim,1994,16192320
5757,"Kamen rider ooo, den-o & all riders: let's go kamen riders",2011,16191842
5758,Gangnam 1970,2015,16191434
5759,In the house,2012,16190771
5760,I love you to death,1990,16186793
5761,Just visiting,2001,16176732
5762,Helpless,2012,16175929
5763,Birthday girl,2002,16171098
5764,Catch and release,2007,16162580
5765,Richard pryor... here and now,1983,16156776
5766,Iris,2001,16153953
5767,Mo' better blues,1990,16153593
5768,Devil in a blue dress,1995,16140822
5769,Scouts guide to the zombie apocalypse,2015,16137046
5770,D.c. cab,1983,16134627
5771,Alone,2008,16123820
5772,"Bright lights, big city",1988,16118077
5773,Death wish 3,1985,16116878
5774,The prophecy,1995,16115878
5775,Death wish ii,1982,16100000
5776,Barefoot kibong,2006,16096237
5777,See you up there,2017,16094346
5778,No holds barred,1989,16093651
5779,Whistleblower,2019,16083213
5780,The space between us,2017,16080475
5781,A midsummer night's dream,1999,16071990
5782,Dr. no,1963,16067035
5783,To be and to have,2002,16063920
5784,Miracle on 1st street,2007,16062566
5785,Over the top,1987,16057580
5786,Good morning president,2009,16054888
5787,A street cat named bob,2016,16053043
5788,A perfect plan,2012,16049338
5789,Kamen rider movie war 2010: kamen rider vs. kamen rider w & decade,2009,16035761
5790,She's having a baby,1988,16031707
5791,Unfriended: dark web,2018,16024987
5792,Baarìa,2009,16017513
5793,Across the sea of time,1995,16015639
5794,Sea rex 3d: journey to a prehistoric world,2010,16004150
5795,The devil and max devlin,1981,16000000
5796,Seventy-seven days,2017,15988889
5797,The liar and his lover,2013,15983782
5798,The kitchen,2019,15980032
5799,As the light goes out,2014,15973348
5800,Caveman,1981,15965924
5801,Gintama the movie: the final chapter - be forever yorozuya,2013,15954700
5802,The words,2012,15950164
5803,Armed and dangerous,1986,15945534
5804,Next of kin,1989,15942628
5805,Before sunset,2004,15936507
5806,Jason goes to hell: the final friday,1993,15935068
5807,Hero at large,1980,15934737
5808,Saint-jacques... la mecque,2005,15923446
5809,Dance with me,1998,15923122
5810,Loucas pra casar,2015,15918808
5811,Our little sister,2015,15918101
5812,Drowning mona,2000,15910104
5813,Notte prima degli esami,2006,15905030
5814,Public enemy,2002,15897574
5815,Stars 80,2012,15896916
5816,Father there is only one,2019,15894372
5817,Wonder wheel,2017,15889124
5818,Anarchist from colony,2017,15876791
5819,The next karate kid,1994,15876353
5820,Seer movie 6: invincible puni,2017,15874097
5821,Invasion,2019,15869133
5822,Gorky park,1983,15856028
5823,Masquerade,1988,15855828
5824,The last kiss,2006,15852401
5825,Finding your feet,2018,15845593
5826,Silver medallist,2009,15845355
5827,Highlander: endgame,2000,15843608
5828,The hunt,2012,15843274
5829,Fueled: the man they called 'pirate',2016,15827405
5830,Lucky luke and the daltons,2004,15823762
5831,"I love you, beth cooper",2009,15821907
5832,The long riders,1980,15795189
5833,"I, daniel blake",2016,15793051
5834,The yellow sea,2010,15789762
5835,The great yokai war,2005,15787492
5836,Kiss kiss bang bang,2005,15785148
5837,Kiss me goodbye,1982,15782759
5838,The client,2011,15780280
5839,Avalon,1990,15779578
5840,Away we go,2009,15779455
5841,The gospel,2005,15778152
5842,Shine a light,2008,15773351
5843,The manny,2015,15772833
5844,Black sunday,1977,15769322
5845,Hui buh: das schlossgespenst,2006,15748604
5846,Lantana,2001,15747450
5847,Wishmaster,1997,15738769
5848,Yolki novye,2017,15735317
5849,What a wonderful family!,2016,15732760
5850,Blind,2011,15724275
5851,I hate luv storys,2010,15719212
5852,The unknown soldier,2017,15717199
5853,The island,1980,15716828
5854,Enigma,2001,15713204
5855,The brand new testament,2015,15709652
5856,High plains drifter,1973,15706540
5857,Leviathan,1989,15704614
5858,Feng shui,2018,15702302
5859,Once is not enough,1975,15700729
5860,Judy moody and the not bummer summer,2011,15691640
5861,The bonfire of the vanities,1990,15691192
5862,Oh-oku: the women of the inner palace,2006,15688239
5863,Superman iv: the quest for peace,1987,15681020
5864,Larry the cable guy: health inspector,2006,15680099
5865,Samyy luchshiy film 2,2009,15672437
5866,Vivah,2006,15670219
5867,"Papita, maní, tostón",2013,15665693
5868,Out of the furnace,2013,15661554
5869,Revenge,1990,15645616
5870,The divine move 2: the wrathful,2019,15642991
5871,Vampire academy,2014,15642346
5872,The snow queen 2,2014,15640057
5873,Tully,2018,15636462
5874,The wild soccer bunch 5,2008,15633721
5875,The conspirator,2011,15625544
5876,Living out loud,1998,15610299
5877,An obscene confucianist,2006,15608170
5878,Traumfrauen,2015,15599265
5879,A chorus of angels,2012,15591719
5880,The miracle,2015,15584520
5881,Continental divide,1981,15578237
5882,64: part 2,2016,15570077
5883,Billy bathgate,1991,15565363
5884,Highlander ii: the quickening,1991,15556340
5885,Le coeur des hommes 2,2007,15554760
5886,Switch,1991,15545943
5887,Teiichi: battle of supreme high,2017,15545390
5888,Still smokin,1983,15543710
5889,Facing windows,2003,15535312
5890,Two sons of francisco,2005,15522680
5891,A few best men,2012,15521362
5892,Corvette summer,1978,15514367
5893,Immaturi - il viaggio,2012,15512578
5894,The seventh dwarf,2014,15510566
5895,Legend,1986,15502112
5896,"My love, my bride",2014,15486122
5897,Muriel's wedding,1995,15482277
5898,With a friend like harry...,2001,15476522
5899,Bait,2000,15471969
5900,Matrimonio alle bahamas,2007,15471233
5901,Zelary,2003,15461305
5902,Chronicles of evil,2015,15460494
5903,The lobster,2015,15456717
5904,Mad love,1995,15453274
5905,Youngblood,1986,15448384
5906,Rocketman,1997,15448043
5907,Reversal of fortune,1990,15445131
5908,Paths of the soul,2016,15441412
5909,Blue valentine,2010,15440333
5910,The greatest game ever played,2005,15431177
5911,A kiss before dying,1991,15429177
5912,The haunting of molly hartley,2008,15418749
5913,In the name of the land,2019,15411236
5914,The detective is in the bar,2011,15404986
5915,Anonymous,2011,15395087
5916,Max manus,2008,15384282
5917,Miss bala,2019,15383580
5918,Yugo & lala 4,2018,15382225
5919,Mr. destiny,1990,15379253
5920,"The rich, the pauper and the butler",2014,15377544
5921,Spaced invaders,1990,15369573
5922,Alex & emma,2003,15368897
5923,She-devil,1989,15351421
5924,Apollo 11,2019,15342353
5925,Loose cannons,2010,15340429
5926,Meu passado me condena: o filme,2013,15340418
5927,No escape,1994,15339030
5928,10 promises to my dog,2008,15332225
5929,The dead don't die,2019,15321451
5930,Cats,2018,15320645
5931,Woody woodpecker,2017,15316635
5932,Thinner,1996,15315484
5933,Hair,1979,15313606
5934,Shanghai,2009,15302850
5935,"The goods: live hard, sell hard",2009,15300885
5936,The little witch,2018,15295482
5937,Old partner,2009,15292928
5938,Chocolat,2016,15291827
5939,The breath,2009,15291338
5940,Primeval,2007,15291277
5941,Jappeloup,2013,15288523
5942,Kandagar,2010,15274292
5943,Namastey london,2007,15273747
5944,Quick change,1990,15260154
5945,The last trapper,2004,15255912
5946,Brother,2001,15250594
5947,Hey arnold! the movie,2002,15249308
5948,Ta ra rum pum,2007,15242548
5949,Bad girls,1994,15240435
5950,The madness of king george,1994,15238689
5951,The negotiation,2018,15229193
5952,Mixed doubles,2017,15224207
5953,The incite mill,2010,15219610
5954,Conversations with my gardener,2007,15217960
5955,Crayon shin-chan: invasion!! alien shiriri,2017,15216719
5956,Once upon a time in the northeast,2017,15208575
5957,First family,1980,15198912
5958,Attack on titan part 2,2015,15187789
5959,Needful things,1993,15185672
5960,The fable,2019,15183043
5961,Grease 2,1982,15171476
5962,Pure country,1992,15164458
5963,Spectacle,2015,15159762
5964,Transamerica,2005,15151744
5965,Flowers in the attic,1987,15151736
5966,Extraordinary measures,2010,15134293
5967,Irreplaceable,2016,15130912
5968,Why men don't listen and women can't read maps,2007,15129240
5969,Surviving christmas,2004,15125687
5970,Big top pee-wee,1988,15122324
5971,Three,2016,15121228
5972,The dreamers,2003,15121165
5973,Pitbull: tough women,2016,15118739
5974,Halloween: the curse of michael myers,1995,15116634
5975,The science of sleep,2006,15116179
5976,Partners: the movie iv,2017,15104791
5977,Shipwrecked,1991,15104156
5978,Impossible,2012,15101854
5979,Recall,2018,15101476
5980,Breakin' 2: electric boogaloo,1984,15101131
5981,Metro,2013,15099267
5982,The adventures of pinocchio,1996,15094530
5983,Ip man 2,2010,15089448
5984,War of the buttons,2011,15082409
5985,Toy soldiers,1991,15073942
5986,Dead man on campus,1998,15064946
5987,King solomon's mines,1985,15057465
5988,Twilight,1998,15055091
5989,Wings of courage,1995,15054636
5990,The housemaid,2010,15038301
5991,Marrying the mafia 4: family ordeal,2011,15029510
5992,Public enemy,2008,15027591
5993,Boat trip,2002,15020293
5994,Change of plans,2009,15016366
5995,More american graffiti,1979,15014674
5996,The assassination of jesse james by the coward robert ford,2007,15001776
5997,Oldboy,2003,15001764
5998,Shaolin girl,2008,15000804
5999,For a few dollars more,1967,15000000
6000,Hükümet kadin,2013,14995263
6001,Journey to the south pacific,2013,14994876
6002,Baby: secret of the lost legend,1985,14972297
6003,Going by the book,2007,14961069
6004,Olé!,2005,14957857
6005,The meaning of life,1983,14949697
6006,Undisputed,2002,14946150
6007,Kiss of death,1995,14942422
6008,Music of the heart,1999,14936407
6009,"Angus, thongs and perfect snogging",2008,14924998
6010,The night the lights went out in georgia,1981,14923752
6011,Ragtime,1981,14920781
6012,The commitments,1991,14919570
6013,"Murder, take one",2005,14915208
6014,Indian summer,1993,14904910
6015,Battle royale ii,2003,14902587
6016,Election,1999,14902041
6017,The one,2017,14897163
6018,Elegy,2008,14894347
6019,Almanya: welcome to germany,2011,14885722
6020,Colpi di fortuna,2013,14882541
6021,Gold,2017,14880939
6022,School of life,2017,14880497
6023,The game changer,2017,14875966
6024,Raise your voice,2004,14867514
6025,S.o.b.,1981,14867086
6026,Josie and the pussycats,2001,14866015
6027,Emperor,2013,14858240
6028,The take,2016,14857808
6029,Once around,1991,14851083
6030,Le mac,2010,14849183
6031,Vacanze di natale a cortina,2011,14847186
6032,The little polar bear,2001,14846994
6033,Eve's bayou,1997,14842388
6034,One piece: dead end adventure,2003,14839995
6035,Familyhood,2016,14831131
6036,Supernova,2000,14828081
6037,Sluzhebnyy roman. nashe vremya,2011,14823830
6038,Soul plane,2004,14821824
6039,Little children,2006,14821658
6040,The substitute,1996,14818176
6041,Possession,2002,14815898
6042,Threesome,1994,14815317
6043,All i want for christmas,1991,14812144
6044,Happiness around the corner,2018,14798770
6045,Ladybugs,1992,14796494
6046,Prom night,1980,14796236
6047,Radio days,1987,14792779
6048,Maundy thursday,2006,14789716
6049,Not without my daughter,1991,14789113
6050,Somewhere,2010,14788642
6051,Dabangg 3,2019,14784628
6052,Out cold,2001,14782676
6053,Seondal: the man who sells the river,2016,14777982
6054,The secret of the grain,2007,14776783
6055,The triplets of belleville,2003,14776760
6056,The sixth man,1997,14772788
6057,Katyn,2007,14768451
6058,Most beautiful week in my life,2005,14765033
6059,Fire birds,1990,14760451
6060,For love and honour,2007,14760067
6061,Elite squad,2007,14759148
6062,A royal affair,2012,14758997
6063,Turistas,2006,14756513
6064,The villain,2008,14750422
6065,My left foot,1989,14743391
6066,Bhagam bhag,2006,14730896
6067,Orca,1977,14717854
6068,School ties,1992,14715067
6069,Sword master,2016,14714624
6070,Inherent vice,2014,14710975
6071,Nicky larson et le parfum de cupidon,2019,14702744
6072,Flirting with disaster,1996,14702438
6073,Kickboxer,1989,14697005
6074,Iron monkey,2001,14694904
6075,Paulette,2013,14691318
6076,The way back,2020,14690514
6077,My best friend,2006,14687738
6078,Together with you,2003,14687167
6079,City of joy,1992,14683921
6080,Desert flower,2009,14682943
6081,Arthur 2: on the rocks,1988,14681192
6082,A boy called h,2013,14673839
6083,The greek tycoon,1978,14672713
6084,The secret of nimh,1982,14665733
6085,Men in the city 2,2011,14663510
6086,The nude bomb,1980,14662035
6087,"Hello, my name is doris",2016,14659448
6088,Freedomland,2006,14655628
6089,Blood-soaked guangchang,2018,14651659
6090,Samurai commando mission 1549,2005,14648713
6091,Educating rita,1983,14648076
6092,Clue,1985,14643997
6093,Stromberg - der film,2014,14641000
6094,Half a confession,2004,14638660
6095,Yahsi bati - the ottoman cowboys,2009,14620703
6096,Beyond the lights,2014,14618727
6097,Sex is zero 2,2007,14617898
6098,Welcome to mooseport,2004,14615099
6099,"New york, i love you",2009,14603177
6100,Trial and error,1997,14598571
6101,Robo jî,2012,14598382
6102,The glory of team batista,2008,14597490
6103,Together,2001,14596148
6104,Soldier,1998,14594226
6105,High & low: the movie,2016,14590783
6106,Flight of the intruder,1991,14587732
6107,The band's visit,2007,14587587
6108,Trap.com,2011,14576408
6109,Hellraiser,1987,14575193
6110,Hollywood ending,2002,14569744
6111,The dude in me,2019,14569310
6112,Children of the corn,1984,14568989
6113,Death on the nile,1978,14560353
6114,Wild at heart,1990,14560247
6115,School daze,1988,14545844
6116,The vanishing,1993,14543394
6117,Love is all,2007,14537889
6118,A fistful of dollars,1967,14516248
6119,Excess baggage,1997,14515490
6120,Megan leavey,2017,14510490
6121,A love,2007,14508290
6122,"Oh, god! book ii",1980,14504277
6123,Maximum risk,1996,14502483
6124,Paint your wagon,1969,14500000
6125,Pattaya,2016,14496436
6126,Envy,2004,14494036
6127,Malena,2000,14493284
6128,Rich and famous,1981,14492125
6129,¿qué culpa tiene el niño?,2016,14490880
6130,Nagasaki: memories of my son,2015,14489842
6131,The girl from monaco,2007,14487504
